//----------------------------------------------------------------------------------------------------------------
//->>  MSPro - MuServerPro Team - Desarrollos de MUOnline
//->>  Web: wwww.muserverpro.com
//->>  FB: @mspromu
//->>  © 2020 - 2022 MuServerPro Team
//----------------------------------------------------------------------------------------------------------------

//-----------------------------------------------------------------------------------------------------------------------------------
//[0~15]	[0~512]    [0~15]  [0~255][0-1]   [0-1]  [0~7]	 [0~63] [0/21~22] [0~173] [0-128] [254 Open/255 Clossed - 200~246 Types] 
//Section   TypeItem   Level   Dura   Skill   Luck   Option  ExcOp	SetOpion  JoH	  OEx	  Socket1 Socket2 Socket3 Socket4 Socket5
//-----------------------------------------------------------------------------------------------------------------------------------
7           39     0       0     0       1      0        0	0	0	0	255	255	255	255	255
8           39     0       0     0       1      0        0	0	0	0	255	255	255	255	255
9           39     0       0     0       1      0        0	0	0	0	255	255	255	255	255
10          39     0       0     0       1      0        0	0	0	0	255	255	255	255	255
11          39     0       0     0       1      0        0	0	0	0	255	255	255	255	255
7           40     0       0     0       1      0        0	0	0	0	255	255	255	255	255
8           40     0       0     0       1      0        0	0	0	0	255	255	255	255	255
9           40     0       0     0       1      0        0	0	0	0	255	255	255	255	255
10          40     0       0     0       1      0        0	0	0	0	255	255	255	255	255
11          40     0       0     0       1      0        0	0	0	0	255	255	255	255	255
5         14     0       0     0       1      0        0	0	0	0	255	255	255	255	255
5         15     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         20     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         21     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         22     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         23     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         24     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         25     0       0     0       1      0        0	0	0	0	255	255	255	255	255
15         26     0       0     0       1      0        0	0	0	0	255	255	255	255	255
end
