//----------------------------------------------------------------------------------------------------------------
//->>  MSPro - MuServerPro Team - Desarrollos de MUOnline
//->>  Web: wwww.muserverpro.com
//->>  FB: @mspromu
//->>  © 2020 - 2022 MuServerPro Team
//----------------------------------------------------------------------------------------------------------------

//-----------------------------------------------------------------------------------------------------------------------------------
//[0~15]	[0~512]    [0~15]  [0~255][0-1]   [0-1]  [0~7]	 [0~63] [0/21~22] [0~173] [0-128] [254 Open/255 Clossed - 200~246 Types] 
//Section   TypeItem   Level   Dura   Skill   Luck   Option  ExcOp	SetOpion  JoH	  OEx	  Socket1 Socket2 Socket3 Socket4 Socket5
//-----------------------------------------------------------------------------------------------------------------------------------
  7       	2          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  7       	3          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  7       	4          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  7       	7          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  8       	2          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  8       	3          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  8       	4          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  8       	7          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  9       	2          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  9       	3          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  9       	4          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  9       	7          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  10      	2          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  10      	3          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  10      	4          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  10      	7          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  11      	2          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  11      	3          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  11      	4          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  11      	7          0       0      0       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  5       	0          0       0      1       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  5       	4          0       0      1       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  5       	5          0       0      1       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  6       	4          0       0      1       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  6       	0          0       0      1       1      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	1          0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	2          0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	5          0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	8          0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	11         0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
  15      	9          0       0      0       0      0       0		0		  0		  0		  255	  255	  255	  255	  255
end
