//----------------------------------------------------------------------------------------------------------------
//->>  MSPro - MuServerPro Team - Desarrollos de MUOnline
//->>  Web: wwww.muserverpro.com
//->>  FB: @mspromu
//->>  © 2020 - 2022 MuServerPro Team
//----------------------------------------------------------------------------------------------------------------

//-----------------------------------------------------------------------------------------------------------------------------------
//[0~15]	[0~512]    [0~15]  [0~255][0-1]   [0-1]  [0~7]	 [0~63] [0/21~22] [0~173] [0-128] [254 Open/255 Clossed - 200~246 Types] 
//Section   TypeItem   Level   Dura   Skill   Luck   Option  ExcOp	SetOpion  JoH	  OEx	  Socket1 Socket2 Socket3 Socket4 Socket5
//-----------------------------------------------------------------------------------------------------------------------------------
14          1      0       0     0       0      0        0	0	0	0	255	255	255	255	255
14          1      0       5     0       0      0        0	0	0	0	255	255	255	255	255
14          2      0       25    0       0      0        0	0	0	0	255	255	255	255	255
14          3      0       50    0       0      0        0	0	0	0	255	255	255	255	255
14          4      0       0     0       0      0        0	0	0	0	255	255	255	255	255
14          4      0       5     0       0      0        0	0	0	0	255	255	255	255	255
14          5      0       25    0       0      0        0	0	0	0	255	255	255	255	255
14          6      0       50    0       0      0        0	0	0	0	255	255	255	255	255
7           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
7           11     0       0     0       1      1        0	0	0	0	255	255	255	255	255
7           12     0       0     0       1      1        0	0	0	0	255	255	255	255	255
7           13     0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           11     0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           12     0       0     0       1      1        0	0	0	0	255	255	255	255	255
8           13     0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           11     0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           12     0       0     0       1      1        0	0	0	0	255	255	255	255	255
9           13     0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          10     0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          11     0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          12     0       0     0       1      1        0	0	0	0	255	255	255	255	255
10          13     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          10     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          11     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          12     2       0     0       1      1        0	0	0	0	255	255	255	255	255
11          13     2       0     0       1      1        0	0	0	0	255	255	255	255	255
13          29     0       1     0       0      0        0	0	0	0	255	255	255	255	255
14          10     0       1     0       0      0        0	0	0	0	255	255	255	255	255
4           7      0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           7      3       255   0       0      0        0	0	0	0	255	255	255	255	255
14          9      0       1     0       0      0        0	0	0	0	255	255	255	255	255
4           15     0       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     1       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     2       255   0       0      0        0	0	0	0	255	255	255	255	255
4           15     3       255   0       0      0        0	0	0	0	255	255	255	255	255
12           14     0       255   0       0      0        0	0	0	0	255	255	255	255	255
12           10     0       255   0       0      0        0	0	0	0	255	255	255	255	255
12           11     0       0     0       0      0        0	0	0	0	255	255	255	255	255
12           11     1       255    0       0      0        0	0	0	0	255	255	255	255	255
12           11     2       255    0       0      0        0	0	0	0	255	255	255	255	255
12           11     3       255     0       0      0       0	0	0	0	255	255	255	255	255
end

