//-----------------------------------------------------------------------------------------------------------------
//->>  MSPro - MuServerPro Team - Desarrollos de MUOnline
//->>  Web: wwww.muserverpro.com 
//->>  FB: @mspromu
//->>  2020 - 2023 MuServerPro Team
//-----------------------------------------------------------------------------------------------------------------
// (0) Enable Free
// (1) Enable VIP1
// (2) Enable VIP2
// (3) Enable VIP3
// (4) Global Post (Send to All Servers)
// (5) Delay (Segundos entre cada Post Item)
//-----------------------------------------------------------------------------------------------------------------
//	(0)		(1)		(2)		(3)		(4)		(5)
//-----------------------------------------------------------------------------------------------------------------
0
	1		1		1		1		0		60
end

//-----------------------------------------------------------------------------------------------------------------
// Colores 
//-----------------------------------------------------------------------------------------------------------------
// (1) R
// (2) G
// (3) B
// (4) A
//-----------------------------------------------------------------------------------------------------------------
//	(1)		(2)		(3)		(4)
//-----------------------------------------------------------------------------------------------------------------
1
	150		180		0		200		//Fondo
	255		255		255		220		//Texto
end

//-----------------------------------------------------------------------------------------------------------------
// Map Recv AntiSpam 
//-----------------------------------------------------------------------------------------------------------------
2
	9		//Devil Square 1-2-3-4
	32		//Devil Square 5-6-7
	11		//Blood Castle I
	12		//Blood Castle II
	13		//Blood Castle III
	14		//Blood Castle IV
	15		//Blood Castle V
	16		//Blood Castle VI
	17		//Blood Castle VII
	52		//Blood Castle VIII
	18		//Chaos Castle 1
	19		//Chaos Castle 2
	20		//Chaos Castle 3
	21		//Chaos Castle 4
	22		//Chaos Castle 5
	23		//Chaos Castle 6
	53		//Chaos Castle 7
	24		//Kalima 1
	25		//Kalima 2
	26		//Kalima 3
	27		//Kalima 4
	28		//Kalima 5
	29		//Kalima 6
	36		//Kalima 7
	30		//Valle Of Loren
	34		//Crywolf
	39		//Kantru Event
	45		//Illusion Temple
	46		//Illusion Temple
	47		//Illusion Temple
	48		//Illusion Temple
	49		//Illusion Temple
	50		//Illusion Temple
	58		//Raklion
	79		//Loren Market
end

//------------------------------------------------------------------------------
// Settins Requeriments for Use System
//------------------------------------------------------------------------------
// (0)	Map Number
// (1)	Only for Guild Master
// (2)	Min Player Level
// (3)	Max Player Level
// (4)	Min Master Level
// (5)	Max Master Level
// (6)	Min Reset
// (7)	Max Reset
// (8)	Min MasterReset
// (9)	Max MasterReset
// (10)	WC-Coins
// (11)	WP-Coins
// (12)	Goblin Points
// (13)	Zen
// (14)	Ruud
//-------------------------------------------------------------------------------------------------------------------------
//	(0)		(1)		(2)		(3)		(4)		(5)		(6)		(7)		(8)		(9)		(10)	(11)	(12)	(13)	(14)
//-------------------------------------------------------------------------------------------------------------------------
3
	0		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Lorencia
	1		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Dungeon
	2		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Davias
	3		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Noria
	4		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Lost Tower
	5		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Exilie
	6		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Arena
	7		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Atlans
	8		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Tarkan
	9		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Devil Square 1-2-3-4
	32		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Devil Square 5-6-7
	10		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Icarus
	11		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle I
	12		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle II
	13		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle III
	14		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle IV
	15		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle V
	16		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle VI
	17		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle VII
	52		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Blood Castle VIII
	18		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 1
	19		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 2
	20		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 3
	21		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 4
	22		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 5
	23		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 6
	53		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Chaos Castle 7
	24		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 1
	25		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 2
	26		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 3
	27		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 4
	28		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 5
	29		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 6
	36		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	// Kalima 7
	30		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Valle Of Loren
	31		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Land Of Trial
	33		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Aida
	34		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Crywolf
	37		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Kanturu
	38		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Kanturu Remain
	40		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Silent
	41		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Barracks
	42		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Refuge
	45		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	46		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	47		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	48		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	49		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	50		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Illusion Temple
	51		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Elbeland
	56		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Swamp of Peace
	57		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Raklion
	63		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Vulcanus
	79		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Loren Market
	80		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Karutan
	91		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Acheron
	96		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Debenter
	112		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Ferea
	113		0		0		400		0		0		0		0		0		0		0		0		0		1000		0	//Nixies Lake
end

//-------------------------------------------------------------------------------------------------------------------------
// Item Limit
//-------------------------------------------------------------------------------------------------------------------------
// (0)	Start Item Type		(0 to 15)
// (1)	Start Item Index	(0 to 511)
// (2)	End Item Type		(0 to 15)
// (1)	End Item Index		(0 to 511)
// (4)	Min Level 			(0 to 15)
// (5)	Max Level
// (6)	Item Has Skill		(0 / 1)
// (7)	Item has Luck 		(0 / 1)
// (8)	Min Option 			(0 to 7)
// (9)	Max Option
// (10)	Min Exe Count		(0 to 6)
// (11)	Max Exe Count
// (12)	Ancient				(0 / 1)
// (13)	Min Socket			(0 to 5)
// (14)	Max Socket
//-------------------------------------------------------------------------------------------------------------------------
//	(0)		(1)		(2)		(3)		(4)		(5)		(6)		(7)		(8)		(9)		(10)	(11)	(12)	(13)	(14)
//-------------------------------------------------------------------------------------------------------------------------
4
	6		0		6		512		0		15		0		0		0		7		0		63		0		0		5	//Block Shields
end
